simTime,treeId,sourceAddress,destAddress,srcMacAddress,destMacAddress,nodeDegree,residualEnergy,dataRate,signalPower,buffPktNo,label
68.83628332321,4982311,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.407039,36000000.0,1.0741e-11,58,1
68.836943893384,4946819,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840033,54000000.0,6.7064e-12,0,1
68.83720652119,4982662,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205502,48000000.0,8.02426e-12,100,0
68.840065033709,4947900,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840021,54000000.0,6.70688e-12,0,1
68.84238245035,4983101,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406967,36000000.0,1.07439e-11,57,1
68.843663020479,4948880,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.840008,54000000.0,6.70745e-12,0,1
68.844803294284,4982912,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406931,36000000.0,1.22376e-11,57,1
68.845206521448,4983637,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205461,48000000.0,8.01633e-12,100,0
68.846103864397,4949425,192.168.0.24,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839998,54000000.0,6.70783e-12,0,1
68.848186421834,4983990,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406894,36000000.0,1.22441e-11,57,1
68.85010699192,4949598,192.168.0.1,192.168.0.2,0A-AA-00-00-00-10,0A-AA-00-00-00-02,6,0.839984,54000000.0,6.70845e-12,0,1
68.851183322368,4984252,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406855,36000000.0,1.0748e-11,57,1
68.856186421568,4984789,192.168.0.1,192.168.0.2,0A-AA-00-00-00-01,0A-AA-00-00-00-10,6,0.406814,36000000.0,1.22596e-11,57,1
68.859683321955,4984975,192.168.0.24,192.168.0.2,0A-AA-00-00-00-18,0A-AA-00-00-00-10,6,0.406801,36000000.0,1.0752e-11,58,1
68.860077565363,4984603,192.168.0.17,192.168.0.2,0A-AA-00-00-00-11,0A-AA-00-00-00-08,5,0.205405,48000000.0,8.00162e-12,100,0
